"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,SemanticScholarCitations,CrossRefCitations,Marker
6BIF7KGF,bookSection,2018,"Sinno, Z.; Bovik, A.C.",Large scale subjective video quality study,In,,,,,,2018-10,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: sinno2018a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[194]
ICKSTEW7,document,,,,,,,,https://ieeexplore.ieee.org/,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,IEEE,,,,,,,,,Citation Key: unknowp-n Place: Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[195]
LXWIVNTE,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-o DOI: 10.1109/ICIP.2018.8451467 tex.citation-number: document/8451467/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[196]
6NB3DB3G,book,2019,"Sinno, Z.; Bovik, A.C.",February,,,,,,,2019,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,Large-Scale Study of Perceptual Video Quality,,,,,,,,,Citation Key: sinno2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[197]
8GNQU6RG,journalArticle,,,,IEEE Transactions on Image Processing,,,10/gn632q,https://ieeexplore.ieee.org/document/8463581/,,,2022-11-01 05:24:49,2022-11-01 05:25:59,,612–627,,2,28,,,,,,,,,,,,,,,,,82 citations (Crossref) [2022-11-01] Citation Key: unknowp-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,82,[198]
QNSIN2AR,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-q DOI: 10.1109/TIP.2018.2869673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[199]
Y54SRRD2,document,2008,"Smith, T.; Henderson, J.",Attentional synchrony in static and dynamic,,,,,,,2008-01,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: smith2008a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[200]
WS6V2TN7,journalArticle,,,Scenes,Journal of Vision,,,10/fmrg6k,,,,2022-11-01 05:24:49,2022-11-01 05:25:42,,773,,,8,,,,,,,,,,,,,,,,,20 citations (Crossref) [2022-11-01] Citation Key: unknowp-r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,20,[201]
DS7KCPIW,journalArticle,2010,"Sokolovsky, Y.V.",On the linguistic definition of translation. undefined,Retrieved,,,,,,2010,2022-11-01 05:24:49,2022-11-01 05:25:33,,,,,,,,,,,,,,,,,,,,,,Citation Key: sokolovsky2010a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[202]
UNCHJTJ5,document,2022,,,,,,,https://www.semanticscholar.org/paper/,,2022-01-13,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2022a Type: from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[203]
NT9XG6M7,conferencePaper,2015,"Sotelo, R.",Subjective and objective video quality assessment. A parametric model for digital television coded with H.264,"2015 CHILEAN conference on electrical, electronics engineering, information and communication technologies",,,,,,2015-10,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: sotelo2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[204]
P8T8W72D,document,,,,,,,,http://ieeexplore.ieee.org/document/7400414/doi:10.1109/Chilecon,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,IEEE,,,,,,,,,"Citation Key: c-a Pages: 437–440 Place: Santiago, Chile",,,,,,C.H.I.L.E.C.O.N.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[205]
VY8GB3Q3,document,2017,"Sotelo, R.; Joskowicz, J.; Anedda, M.; Murroni, M.; Giusto, D.D.",,,,,,,,2017-06,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: sotelo2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[206]
ZP577Y45,conferencePaper,,,Subjective video quality assessments for 4K UHDTV,2017 IEEE international symposium on broadband multimedia systems and broadcasting (BMSB,,,,,,,2022-11-01 05:24:49,2022-11-01 05:25:31,,1–6,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-s,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[207]
KX3GQQEN,book,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,IEEE,"Cagliari, Italy",,,,,,,,Citation Key: unknowp-t DOI: 10.1109/BMSB.2017.7986225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[208]
W3WWTNBV,bookSection,2012,"Szarkowska, A.; Jankowska, A.",Text-to-speech audio description of voiced-over films: A case study of audio described volver in polish,Emerging topics in translation: Audio description,,,,,,2012,2022-11-01 05:24:49,2022-11-01 05:24:49,,81–98,,,,,,,,,,,Università di Trieste,Trieste,,,,,,,,Citation Key: szarkowska2012a,,,,,,"Perego, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[209]
TTCWKC3B,document,2016,"Szarkowska, A.; Krejtz, I.; Pilipczuk, O.; Dutka, Å.; Kruger, J.-L.","The effects of text editing and subtitle presentation rate on the comprehension and reading patterns of interlingual and intralingual subtitles among deaf, hard of hearing and hearing viewers",,,,,,,2016,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: szarkowska2016a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[210]
DLYEEGQX,document,2015,"Szarkowska, A.; Laskowska, M.",Poland - a voice-over country no more?,,,,,,,2015,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: szarkowska2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[211]
ZZ5A84UW,bookSection,,,a report on an online survey on subtitling preferences among polish hearing and hearing-impaired viewers,Accessing audiovisual translation,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,179–197,,,,,,,,,,,Peter Lang,Frankfurt,,,,,,,,Citation Key: bogucki-a,,,,,,"Bogucki, Ł.; Deckert, M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[212]
ZNIEKCSF,bookSection,2020,"Topiwala, P.; Dai, W.; Pian, J.",Deep learning and video quality analysis: towards a unified VQA,Applications of digital image processing XLIII,,,,,,2020-09,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: topiwala2020a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[213]
27LMFA6K,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,International Society for Optics and Photonics,,,,,,,,,Citation Key: unknowp-u Pages: 115100 Volume: 11510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[214]
K76XGM3Q,document,2021,,,,,,,https://www.spiedigitallibrary.org/conference,,2021-01-29,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2021c Type: from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[215]
A6NLQF46,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-v tex.citation-number: -proceedings-of-spie/11510/115100V/Deep-learning-and-video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[216]
V6SYCY9P,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-w DOI: 10.1117/12.2571309 tex.citation-number: -quality-analysis–towards-a-unified/10.1117/12.2571309.short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[217]
6SQV33K4,thesis,2012,"Tuominen, T.",The art of accidental reading and incidental listening: An empirical study on the viewing of subtitled films,,,,,,,2012,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,University of Tampere,"Tampere, Finland",,,,,,,,Citation Key: tuominen2012a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[218]
REYCGAEE,journalArticle,2007,"Varela, F.C.",Quality standards in dubbing: a proposal,Tradterm,,,,,,2007-12,2022-11-01 05:24:49,2022-11-01 05:25:33,,,,,,,,,,,,,,,,,,,,,,Citation Key: varela2007a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[219]
7BNG4D53,document,,,71,,,,,http://www.revistas.usp.br/tradterm/,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[220]
VA448FID,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-y DOI: 10.11606/issn.2317-9511.tradterm.2007.47466 tex.citation-number: article/view/47466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[221]
I3VN4CLM,journalArticle,1977,"Vöge, H.",The translation of films: Sub-titling versus dubbing,Babel,,,10.1075/babel.23.3.05vog),https://doi.org/10.1075/babel.23.3.05vog),,1977,2022-11-01 05:24:50,2022-11-01 05:24:56,,120–125,,3,23,,,,,,,,,,,,,,,,,Citation Key: voege1977a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[222]
J57B5ZX3,document,2015,"Völker, C.; Bisitz, T.; Huber, R.; Ernst, S.",Adaptions for the MUlti Stimulus test with Hidden Reference and Anchor (MUSHRA) for elder and technical unexperienced participants,,,,,,,2015,2022-11-01 05:24:50,2022-11-01 05:24:50,,,,,,,,,,,,,,,,,,,,,,Citation Key: voelker2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[223]
RH286S8B,document,2018,,Modifications of the MUlti stimulus test with Hidden Reference and Anchor (MUSHRA) for use in audiology,,,,,,,2018,2022-11-01 05:24:50,2022-11-01 05:24:50,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2018b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[224]
2C2MY43A,journalArticle,,,,International Journal of Audiology,,,,https://doi.org/10.1080/,,,2022-11-01 05:24:50,2022-11-01 05:25:35,,92– 104,,,sup3,,,,,,,,,,,,,,,,,Citation Key: unknowp-z,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[225]
HPAJ7XPW,document,,,,,,,,eprint:,,,2022-11-01 05:24:50,2022-11-01 05:24:50,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowq-a DOI: 10.1080/14992027.2016.1220680)doi:10.1080/14992027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[226]
24I8LEPZ,book,1992,"Whitman-Linsen, C.",Through the dubbing glass,,,,,,,1992,2022-11-01 05:24:50,2022-11-01 05:24:50,,,,,,,,,,,,,Peter Lang,Frankfurt,,,,,,,,Citation Key: whitman-linsen1992a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[227]
EA2WZPIS,journalArticle,2014,"Wickham, H.",Tidy data,The American Statistician,,,10.18637/jss.v059.i10,,,2014-09,2022-11-01 05:24:50,2022-11-01 05:25:36,,,,,14,,,,,,,,,,,,,,,,,467 citations (Crossref) [2022-11-01] Citation Key: wickham2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,467,[228]
HB8MP492,journalArticle,2004,"Widler, B.",A survey among audiences of subtitled films in viennese cinemas,Meta: Journal des Traducteurs,,,10.7202/009025ar),,,2004,2022-11-01 05:24:50,2022-11-01 05:24:56,,98–101,,1,49,,,,,,,,,,,,,,,,,Citation Key: widler2004a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[229]
W33U4FJQ,journalArticle,2016,"Wilken, N.; Kruger, J.-L.",Putting the audience in the picture: Mise-en-shot and psychological immersion in audio described film,Across Languages and Cultures,,,10.1556/084.2016.17.2.6),,,2016,2022-11-01 05:24:50,2022-11-01 05:24:56,,251–270,,2,17,,,,,,,,,,,,,,,,,Citation Key: wilken2016a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[230]
PP5QYKFB,journalArticle,2009,"Wissmath, B.; Weibel, D.; Groner, R.","Dubbing or subtitling?: Effects on spatial presence, transportation, flow, and enjoyment","Journal of Media Psychology: Theories, Methods, and Applications",,,10.1027/1864-1105.21.3.114,,,2009-01,2022-11-01 05:24:50,2022-11-01 05:26:54,,114–125,,,21,,,,,,,,,,,,,,,,,50 citations (Semantic Scholar/DOI) [2022-11-01] 41 citations (Crossref) [2022-11-01] Citation Key: wissmath2009a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,41,[231]
MQGL2776,document,2020,,Large-scale multilingual audio visual dubbing,,,,,arXiv:2011.03530,,2020-11,2022-11-01 05:24:50,2022-11-01 05:26:47,,,,,,,,,,,,,,,,,,,,,,6 citations (Semantic Scholar/arXiv) [2022-11-01] Citation Key: unknown2020d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,No Citations Found,[232]
UXELDJAD,document,,,,,,,,http://arxiv.org/abs/2011.03530,,,2022-11-01 05:24:50,2022-11-01 05:27:10,,,,,,,,,,,,,,,,,,,,,,"6 citations (Semantic Scholar/arXiv) [2022-11-01] Citation Key: unknowq-b Type: [cs, eess].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,No Citations Found,[233]
VLREZIMG,bookSection,1997,"Zabalbeascoa, P.",Dubbing and the nonverbal dimension of translation,"Nonverbal communication in translation: New perspectives and challenges in literature, interpretation and the media",,,,https://doi.org/10.1075/btl.17.26zab),,1997,2022-11-01 05:24:50,2022-11-01 05:24:50,,327–342,,,,,,,,,,,John Benjamins,Amsterdam / Philadelphia,,,,,,,,Citation Key: zabalbeascoa1997a DOI: 10.1075/btl.17.26zab),,,,,,"Poyatos, Ed F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[234]
83R6FDY5,journalArticle,2013,"Zanotti, S.",Censorship or profit? The manipulation of dialogue in dubbed youth films,Meta,,,10.7202/1013950ar,http://,,2013-02,2022-11-01 05:24:50,2022-11-01 05:27:03,,351–368,,2,57,,,,,,,,,,,,,,,,,18 citations (Semantic Scholar/DOI) [2022-11-01] 8 citations (Crossref) [2022-11-01] Citation Key: zanotti2013a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,8,[235]
UQDCR6PA,document,,,,,,,,,,,2022-11-01 05:24:50,2022-11-01 05:24:50,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowq-c DOI: 10.7202/1013950ar tex.citation-number: id.erudit.org/iderudit/1013950ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[236]
DYBHISPL,book,2007,"Zieliński, S.; Hardisty, P.; Hummersone, C.; Rumsey, F.",Potential biases in MUSHRA listening tests,,,,,,,2007-01,2022-11-01 05:24:50,2022-11-01 05:24:50,,,,,,,,,,,,,Audio Engineering Society - 123rd Audio Engineering Society Convention,,,,,,,,,Citation Key: zieli2007a Pages: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[237]
